   1.48000000000000       4.107870370370337E-003  4.135802469135771E-003  4.101234567901208E-003  7.101929012345613E-003  2.488040123456828E-003
   1.55000000000000       4.463348765432041E-003  4.437268518518465E-003  4.458256172839459E-003  7.688271604938244E-003  2.610262345679051E-003
   1.62000000000000       4.794212962962923E-003  4.804706790123393E-003  4.805401234567835E-003  8.236651234567847E-003  2.779166666666686E-003
   1.69000000000000       5.200077160493764E-003  5.242438271604870E-003  5.202160493827077E-003  8.919830246913497E-003  2.933873456790170E-003
   1.76000000000000       5.688657407407367E-003  5.658796296296230E-003  5.615972222222135E-003  9.881558641975187E-003  3.123148148148196E-003
   1.83000000000000       6.173688271604886E-003  6.103163580246839E-003  6.168441358024643E-003  1.071234567901231E-002  3.294058641975340E-003
   1.90000000000000       6.680671296296235E-003  6.686844135802401E-003  6.625347222222124E-003  1.142519290123451E-002  3.482291666666666E-003
   1.97000000000000       7.244328703703651E-003  7.136149691357956E-003  7.312461419752999E-003  1.239795524691350E-002  3.655208333333324E-003
   2.04000000000000       7.918865740740617E-003  7.788155864197438E-003  7.870640432098721E-003  1.374502314814820E-002  3.806828703703695E-003
   2.11000000000000       8.447145061728320E-003  8.475231481481372E-003  8.412731481481401E-003  1.454737654320983E-002  3.996141975308607E-003
   2.18000000000000       9.325810185185092E-003  9.227121913580156E-003  9.321334876543113E-003  1.610721450617288E-002  4.232445987654287E-003
   2.25000000000000       1.047322530864191E-002  1.040030864197521E-002  1.034367283950609E-002  1.816913580246911E-002  4.523919753086377E-003
   2.32000000000000       1.149907407407398E-002  1.145555555555545E-002  1.151959876543204E-002  1.976944444444452E-002  4.708564814814761E-003
   2.39000000000000       1.211296296296291E-002  1.203294753086410E-002  1.199351851851846E-002  2.084297839506184E-002  4.857330246913536E-003
   2.46000000000000       1.224645061728386E-002  1.223827160493818E-002  1.226373456790116E-002  2.138935185185186E-002  5.065509259259204E-003
   2.53000000000000       1.258186728395053E-002  1.258387345679002E-002  1.255462962962954E-002  2.186018518518517E-002  5.150385802469073E-003
   2.60000000000000       1.267770061728386E-002  1.287422839506169E-002  1.268765432098759E-002  2.212893518518523E-002  5.281712962962893E-003
   2.67000000000000       1.288171296296292E-002  1.281697530864189E-002  1.286257716049378E-002  2.231018518518516E-002  5.272685185185127E-003
   2.74000000000000       1.304031635802461E-002  1.307364969135797E-002  1.308877314814808E-002  2.274949845679006E-002  5.360995370370306E-003
   2.81000000000000       1.322376543209871E-002  1.314112654320983E-002  1.314945987654313E-002  2.285462962962975E-002  5.363966049382638E-003
   2.88000000000000       1.319475308641966E-002  1.322199074074069E-002  1.308896604938266E-002  2.283626543209880E-002  5.457716049382643E-003
